policy,seed,batch_label,driver_id,route_idx,successful_riders,attempted_riders,realized_revenue,actual_profit,selected_score,mean_wait_min,mean_walk_min,mean_observability,open_requests_before,attempted_rider_ids,successful_rider_ids,domain,scenario_name,time_slice,hour_start,hour_end,rider_density_pct,occlusion_lambda,meeting_k_ring,observability_profile,observability_ablation,use_urban_context,walk_penalty_per_min
feasible_count_baseline,43,2015-04-03T08:00:00,42,0,1,1,4.25,-7.130474604496257,2.0,4.366666666666666,5.01869895021147,0.56523165911986,67,17097,17097,yellow,sparse_high_occlusion,morning_peak,7,10,25,0.4,1,calibrated,full,True,0.5
feasible_count_baseline,43,2015-04-03T09:23:00,6,1,2,3,10.75,4.405079100749375,19.0,1.1416666666666666,4.873469963998696,0.5012274086259683,91,51535;83551;38108,51535;38108,yellow,sparse_high_occlusion,morning_peak,7,10,25,0.4,1,calibrated,full,True,0.5
feasible_count_baseline,43,2015-04-05T08:02:00,43,0,0,0,0.0,-12.087302248126562,0.0,0.0,0.0,0.0,34,,,yellow,sparse_high_occlusion,morning_peak,7,10,25,0.4,1,calibrated,full,True,0.5
feasible_count_baseline,43,2015-04-06T09:39:00,50,0,2,3,8.25,-3.014612822647795,4.0,0.425,4.127494000167575,0.5163024090041235,95,51659;88087;88912,88087;88912,yellow,sparse_high_occlusion,morning_peak,7,10,25,0.4,1,calibrated,full,True,0.5
feasible_count_baseline,43,2015-04-07T08:02:00,23,0,1,1,6.75,-0.9447543713572024,3.0,2.95,3.17502619588056,0.7260124468782672,79,76453,76453,yellow,sparse_high_occlusion,morning_peak,7,10,25,0.4,1,calibrated,full,True,0.5
feasible_count_baseline,43,2015-04-08T09:43:00,31,0,3,3,22.5,10.55474604496253,13.0,0.5777777777777778,2.9269651502738356,0.6253609252258512,131,91954;62291;83325,91954;62291;83325,yellow,sparse_high_occlusion,morning_peak,7,10,25,0.4,1,calibrated,full,True,0.5
feasible_count_baseline,43,2015-04-09T08:16:00,20,0,2,3,8.0,2.479017485428809,13.0,3.6500000000000004,4.168084001190923,0.5574698374578767,114,24216;12500;61927,12500;61927,yellow,sparse_high_occlusion,morning_peak,7,10,25,0.4,1,calibrated,full,True,0.5
feasible_count_baseline,43,2015-04-10T07:05:00,17,0,0,0,0.0,-12.630099916736055,1.0,0.0,0.0,0.0,59,,,yellow,sparse_high_occlusion,morning_peak,7,10,25,0.4,1,calibrated,full,True,0.5
feasible_count_baseline,43,2015-04-10T08:33:00,47,0,0,0,0.0,-9.973105745212324,0.0,0.0,0.0,0.0,98,,,yellow,sparse_high_occlusion,morning_peak,7,10,25,0.4,1,calibrated,full,True,0.5
feasible_count_baseline,43,2015-04-11T07:14:00,18,0,0,0,0.0,-11.830474604496255,0.0,0.0,0.0,0.0,19,,,yellow,sparse_high_occlusion,morning_peak,7,10,25,0.4,1,calibrated,full,True,0.5
feasible_count_baseline,43,2015-04-11T08:01:00,45,0,0,0,0.0,-7.333680266444631,0.0,0.0,0.0,0.0,46,,,yellow,sparse_high_occlusion,morning_peak,7,10,25,0.4,1,calibrated,full,True,0.5
feasible_count_baseline,43,2015-04-12T07:16:00,27,0,0,0,0.0,-12.851290591174022,0.0,0.0,0.0,0.0,13,,,yellow,sparse_high_occlusion,morning_peak,7,10,25,0.4,1,calibrated,full,True,0.5
feasible_count_baseline,43,2015-04-12T07:17:00,4,0,0,0,0.0,-11.954412989175689,0.0,0.0,0.0,0.0,16,,,yellow,sparse_high_occlusion,morning_peak,7,10,25,0.4,1,calibrated,full,True,0.5
feasible_count_baseline,43,2015-04-12T07:27:00,3,0,0,0,0.0,-12.988384679433807,0.0,0.0,0.0,0.0,14,,,yellow,sparse_high_occlusion,morning_peak,7,10,25,0.4,1,calibrated,full,True,0.5
feasible_count_baseline,43,2015-04-13T08:12:00,7,0,1,1,4.75,-6.904621149042466,2.0,0.55,4.772299073370889,0.5090421551953535,107,64279,64279,yellow,sparse_high_occlusion,morning_peak,7,10,25,0.4,1,calibrated,full,True,0.5
