policy,seed,batch_label,driver_id,route_idx,successful_riders,attempted_riders,realized_revenue,actual_profit,selected_score,mean_wait_min,mean_walk_min,mean_observability,open_requests_before,attempted_rider_ids,successful_rider_ids,domain,scenario_name,time_slice,area_slice,hour_start,hour_end,rider_density_pct,occlusion_lambda,meeting_k_ring,observability_profile,observability_ablation,use_urban_context,walk_penalty_per_min,run_id
corridor_only,42,2015-04-03T13:13:00,84,0,0,0,0.0,-4.644712739383848,0.0,0.0,0.0,0.0,37,,,yellow,sparse_high_occlusion,all_day,all,,,10,0.4,1,calibrated,full,True,0.5,dispatch-yellow-sparse-high-occlusion-sparse-high-occlusion-dispatch-d10-canonical-20260410T053245Z-d0750981
corridor_only,42,2015-04-03T15:53:00,21,0,0,0,0.0,-9.57323064113239,0.0,0.0,0.0,0.0,41,,,yellow,sparse_high_occlusion,all_day,all,,,10,0.4,1,calibrated,full,True,0.5,dispatch-yellow-sparse-high-occlusion-sparse-high-occlusion-dispatch-d10-canonical-20260410T053245Z-d0750981
corridor_only,42,2015-04-03T18:55:00,187,0,0,3,0.0,-7.848709408825978,5.0,0.0,5.035451182818311,0.19989642926654516,46,44269;181084;136359,,yellow,sparse_high_occlusion,all_day,all,,,10,0.4,1,calibrated,full,True,0.5,dispatch-yellow-sparse-high-occlusion-sparse-high-occlusion-dispatch-d10-canonical-20260410T053245Z-d0750981
corridor_only,42,2015-04-03T19:44:00,241,0,0,0,0.0,-7.694587843463782,0.0,0.0,0.0,0.0,46,,,yellow,sparse_high_occlusion,all_day,all,,,10,0.4,1,calibrated,full,True,0.5,dispatch-yellow-sparse-high-occlusion-sparse-high-occlusion-dispatch-d10-canonical-20260410T053245Z-d0750981
corridor_only,42,2015-04-03T19:48:00,35,0,0,3,0.0,-12.131848459616986,8.0,0.0,5.918247680738666,0.18417201423460114,32,64106;125860;67129,,yellow,sparse_high_occlusion,all_day,all,,,10,0.4,1,calibrated,full,True,0.5,dispatch-yellow-sparse-high-occlusion-sparse-high-occlusion-dispatch-d10-canonical-20260410T053245Z-d0750981
corridor_only,42,2015-04-04T00:45:00,0,0,1,2,5.0,-1.6181931723563707,3.0,3.9833333333333334,4.402616011202423,0.3001548662741768,39,122242;257473,122242,yellow,sparse_high_occlusion,all_day,all,,,10,0.4,1,calibrated,full,True,0.5,dispatch-yellow-sparse-high-occlusion-sparse-high-occlusion-dispatch-d10-canonical-20260410T053245Z-d0750981
corridor_only,42,2015-04-04T01:11:00,224,0,2,2,19.75,10.488176519567027,7.0,0.9416666666666667,3.5095020899483185,0.648783550425948,44,268423;217761,268423;217761,yellow,sparse_high_occlusion,all_day,all,,,10,0.4,1,calibrated,full,True,0.5,dispatch-yellow-sparse-high-occlusion-sparse-high-occlusion-dispatch-d10-canonical-20260410T053245Z-d0750981
corridor_only,42,2015-04-04T03:29:00,178,0,0,1,0.0,-8.34496253122398,2.0,0.0,6.0,0.0,28,98311,,yellow,sparse_high_occlusion,all_day,all,,,10,0.4,1,calibrated,full,True,0.5,dispatch-yellow-sparse-high-occlusion-sparse-high-occlusion-dispatch-d10-canonical-20260410T053245Z-d0750981
corridor_only,42,2015-04-04T07:48:00,83,0,0,0,0.0,-11.762572855953373,0.0,0.0,0.0,0.0,7,,,yellow,sparse_high_occlusion,all_day,all,,,10,0.4,1,calibrated,full,True,0.5,dispatch-yellow-sparse-high-occlusion-sparse-high-occlusion-dispatch-d10-canonical-20260410T053245Z-d0750981
corridor_only,42,2015-04-04T16:33:00,160,0,0,0,0.0,-10.834263114071609,0.0,0.0,0.0,0.0,39,,,yellow,sparse_high_occlusion,all_day,all,,,10,0.4,1,calibrated,full,True,0.5,dispatch-yellow-sparse-high-occlusion-sparse-high-occlusion-dispatch-d10-canonical-20260410T053245Z-d0750981
corridor_only,42,2015-04-04T17:14:00,57,1,0,3,0.0,-11.521565362198169,9.0,0.0,5.027072550897283,0.123415139583482,51,132265;99611;221384,,yellow,sparse_high_occlusion,all_day,all,,,10,0.4,1,calibrated,full,True,0.5,dispatch-yellow-sparse-high-occlusion-sparse-high-occlusion-dispatch-d10-canonical-20260410T053245Z-d0750981
corridor_only,42,2015-04-04T20:48:00,121,0,0,3,0.0,-9.967776852622814,4.0,0.0,5.348070532311745,0.18379845056981833,51,97595;116844;114867,,yellow,sparse_high_occlusion,all_day,all,,,10,0.4,1,calibrated,full,True,0.5,dispatch-yellow-sparse-high-occlusion-sparse-high-occlusion-dispatch-d10-canonical-20260410T053245Z-d0750981
corridor_only,42,2015-04-05T04:57:00,248,0,0,1,0.0,-11.898209825145713,1.0,0.0,6.0,0.0,5,56507,,yellow,sparse_high_occlusion,all_day,all,,,10,0.4,1,calibrated,full,True,0.5,dispatch-yellow-sparse-high-occlusion-sparse-high-occlusion-dispatch-d10-canonical-20260410T053245Z-d0750981
corridor_only,42,2015-04-05T10:07:00,193,0,0,1,0.0,-7.0128642797668626,2.0,0.0,6.0,0.0,21,261177,,yellow,sparse_high_occlusion,all_day,all,,,10,0.4,1,calibrated,full,True,0.5,dispatch-yellow-sparse-high-occlusion-sparse-high-occlusion-dispatch-d10-canonical-20260410T053245Z-d0750981
corridor_only,42,2015-04-05T18:21:00,176,0,0,3,0.0,-12.123355537052456,4.0,0.0,6.0,0.0,37,38050;261206;105781,,yellow,sparse_high_occlusion,all_day,all,,,10,0.4,1,calibrated,full,True,0.5,dispatch-yellow-sparse-high-occlusion-sparse-high-occlusion-dispatch-d10-canonical-20260410T053245Z-d0750981
corridor_only,42,2015-04-05T20:12:00,92,0,0,2,0.0,-5.118734388009993,3.0,0.0,5.656700949312261,0.42280441353704395,30,139310;237830,,yellow,sparse_high_occlusion,all_day,all,,,10,0.4,1,calibrated,full,True,0.5,dispatch-yellow-sparse-high-occlusion-sparse-high-occlusion-dispatch-d10-canonical-20260410T053245Z-d0750981
corridor_only,42,2015-04-05T21:22:00,133,0,0,1,0.0,-5.033763530391341,2.0,0.0,6.0,0.0,27,94433,,yellow,sparse_high_occlusion,all_day,all,,,10,0.4,1,calibrated,full,True,0.5,dispatch-yellow-sparse-high-occlusion-sparse-high-occlusion-dispatch-d10-canonical-20260410T053245Z-d0750981
corridor_only,42,2015-04-05T22:44:00,126,0,0,0,0.0,-13.92735220649459,0.0,0.0,0.0,0.0,24,,,yellow,sparse_high_occlusion,all_day,all,,,10,0.4,1,calibrated,full,True,0.5,dispatch-yellow-sparse-high-occlusion-sparse-high-occlusion-dispatch-d10-canonical-20260410T053245Z-d0750981
corridor_only,42,2015-04-05T23:00:00,192,0,0,1,0.0,-8.37735220649459,1.0,0.0,3.681855721820165,0.5628297431900753,31,113284,,yellow,sparse_high_occlusion,all_day,all,,,10,0.4,1,calibrated,full,True,0.5,dispatch-yellow-sparse-high-occlusion-sparse-high-occlusion-dispatch-d10-canonical-20260410T053245Z-d0750981
corridor_only,42,2015-04-05T23:17:00,171,0,1,3,13.75,7.284596169858451,8.0,0.2833333333333333,5.664659985399723,0.24306183805962026,25,95891;151403;274760,95891,yellow,sparse_high_occlusion,all_day,all,,,10,0.4,1,calibrated,full,True,0.5,dispatch-yellow-sparse-high-occlusion-sparse-high-occlusion-dispatch-d10-canonical-20260410T053245Z-d0750981
corridor_only,42,2015-04-05T23:30:00,2,0,1,1,3.25,-5.865278934221484,2.0,1.4166666666666667,4.158301846280018,0.6060156739980749,23,91912,91912,yellow,sparse_high_occlusion,all_day,all,,,10,0.4,1,calibrated,full,True,0.5,dispatch-yellow-sparse-high-occlusion-sparse-high-occlusion-dispatch-d10-canonical-20260410T053245Z-d0750981
corridor_only,42,2015-04-06T01:22:00,87,0,2,2,17.25,10.337260616153204,2.0,0.44166666666666665,4.755641674252313,0.6319133063269174,10,151590;165636,151590;165636,yellow,sparse_high_occlusion,all_day,all,,,10,0.4,1,calibrated,full,True,0.5,dispatch-yellow-sparse-high-occlusion-sparse-high-occlusion-dispatch-d10-canonical-20260410T053245Z-d0750981
corridor_only,42,2015-04-06T03:06:00,149,0,0,1,0.0,-7.097210657785181,1.0,0.0,6.0,0.0,4,217277,,yellow,sparse_high_occlusion,all_day,all,,,10,0.4,1,calibrated,full,True,0.5,dispatch-yellow-sparse-high-occlusion-sparse-high-occlusion-dispatch-d10-canonical-20260410T053245Z-d0750981
