driver_id,seed,time_slice,hour_start,hour_end,route_idx,candidate_count,time_eligible_candidate_count,feasible_opportunity_count,observable_opportunity_count,nominal_route_value,observable_route_value,walk_route_value,route_distance_miles,observability_profile,observability_ablation,use_urban_context
54,43,evening_peak,16,19,0,13,13,0,0,-11.083222314737721,-11.083222314737721,-11.083222314737721,16.542122857817493,calibrated,full,True
54,43,evening_peak,16,19,1,16,16,2,2,6.530599500416319,3.590750105408963,4.8881449069093,17.86477686505027,calibrated,full,True
55,42,evening_peak,16,19,0,18,18,19,4,26.381681931723563,19.979770966074398,24.792795117817256,8.012415027278264,calibrated,full,True
55,43,evening_peak,16,19,0,18,18,19,4,26.381681931723563,19.979770966074398,24.792795117817256,8.012415027278264,calibrated,full,True
56,42,evening_peak,16,19,0,5,5,3,3,22.336636136552873,19.067759413319703,18.929695303452743,10.318453527533027,calibrated,full,True
56,43,evening_peak,16,19,0,5,5,3,3,22.336636136552873,19.067759413319703,18.929695303452743,10.318453527533027,calibrated,full,True
57,42,evening_peak,16,19,0,1,1,1,1,3.234887593671939,1.407182548052024,1.2272240720401566,11.962854337803075,calibrated,full,True
57,43,evening_peak,16,19,0,1,1,1,1,3.234887593671939,1.407182548052024,1.2272240720401566,11.962854337803075,calibrated,full,True
58,42,evening_peak,16,19,0,5,5,6,6,42.15233139050791,34.45322822327253,36.08604282419977,10.593535238047895,calibrated,full,True
58,43,evening_peak,16,19,0,5,5,6,6,42.15233139050791,34.45322822327253,36.08604282419977,10.593535238047895,calibrated,full,True
59,42,evening_peak,16,19,0,15,15,5,4,1.1007493755203992,-0.8808069463500203,-2.7460711325206795,16.26753824549194,calibrated,full,True
59,43,evening_peak,16,19,0,15,15,5,4,1.1007493755203992,-0.8808069463500203,-2.7460711325206795,16.26753824549194,calibrated,full,True
60,42,evening_peak,16,19,0,16,16,18,1,11.233721898417985,6.064232111825033,7.360706684880521,10.09892253967465,calibrated,full,True
60,43,evening_peak,16,19,0,16,16,18,1,11.233721898417985,6.064232111825033,7.360706684880521,10.09892253967465,calibrated,full,True
61,42,evening_peak,16,19,0,10,10,3,0,0.8099916736053263,-2.378619974323298,-0.4700047436746839,19.68657959163384,calibrated,full,True
61,42,evening_peak,16,19,1,4,4,6,0,9.725228975853454,4.723386198864748,7.873902691517966,18.693688095741113,calibrated,full,True
61,43,evening_peak,16,19,0,10,10,3,0,0.8099916736053263,-2.378619974323298,-0.4700047436746839,19.68657959163384,calibrated,full,True
61,43,evening_peak,16,19,1,4,4,6,0,9.725228975853454,4.723386198864748,7.873902691517966,18.693688095741113,calibrated,full,True
62,42,evening_peak,16,19,0,24,24,7,4,20.200333055786842,16.39878662277217,17.388474570132452,9.402487976437547,calibrated,full,True
62,42,evening_peak,16,19,1,12,12,8,2,20.334013322231474,16.532466889216803,17.522154836577084,9.202965190699294,calibrated,full,True
62,43,evening_peak,16,19,0,24,24,7,4,20.200333055786842,16.39878662277217,17.388474570132452,9.402487976437547,calibrated,full,True
62,43,evening_peak,16,19,1,12,12,8,2,20.334013322231474,16.532466889216803,17.522154836577084,9.202965190699294,calibrated,full,True
63,42,evening_peak,16,19,0,15,15,4,4,7.1508742714404665,4.84505149546642,5.634436272346118,11.341978699342587,calibrated,full,True
63,43,evening_peak,16,19,0,15,15,4,4,7.1508742714404665,4.84505149546642,5.634436272346118,11.341978699342587,calibrated,full,True
64,42,evening_peak,16,19,0,21,21,1,1,3.4694837635303912,2.0366797373738326,1.1416277287459362,16.463457069357624,calibrated,full,True
64,42,evening_peak,16,19,1,28,28,1,1,2.72422980849292,1.2914257823363613,0.39637377370846494,17.575776405234446,calibrated,full,True
64,43,evening_peak,16,19,0,21,21,1,1,3.4694837635303912,2.0366797373738326,1.1416277287459362,16.463457069357624,calibrated,full,True
64,43,evening_peak,16,19,1,28,28,1,1,2.72422980849292,1.2914257823363613,0.39637377370846494,17.575776405234446,calibrated,full,True
65,42,evening_peak,16,19,0,18,18,4,1,-0.46615320566194995,-3.1735327926452133,-5.340387378522978,16.740527172629776,calibrated,full,True
65,43,evening_peak,16,19,0,18,18,4,1,-0.46615320566194995,-3.1735327926452133,-5.340387378522978,16.740527172629776,calibrated,full,True
66,42,evening_peak,16,19,0,3,3,3,3,7.274146544546211,4.811996800709517,5.243278687487493,12.650527545453416,calibrated,full,True
66,43,evening_peak,16,19,0,3,3,3,3,7.274146544546211,4.811996800709517,5.243278687487493,12.650527545453416,calibrated,full,True
67,42,evening_peak,16,19,0,11,11,11,3,18.156244796003328,12.515819252330193,14.046393118752935,17.67724657312936,calibrated,full,True
67,42,evening_peak,16,19,1,14,14,1,0,-7.221648626144882,-8.193305938026153,-8.477606222517867,17.494997949469973,calibrated,full,True
67,43,evening_peak,16,19,0,11,11,11,3,18.156244796003328,12.515819252330193,14.046393118752935,17.67724657312936,calibrated,full,True
67,43,evening_peak,16,19,1,14,14,1,0,-7.221648626144882,-8.193305938026153,-8.477606222517867,17.494997949469973,calibrated,full,True
68,42,evening_peak,16,19,0,5,5,5,4,36.33984179850125,31.366678920420007,28.86311796269559,12.179340599251868,calibrated,full,True
68,43,evening_peak,16,19,0,5,5,5,4,36.33984179850125,31.366678920420007,28.86311796269559,12.179340599251868,calibrated,full,True
69,42,evening_peak,16,19,0,6,6,10,8,33.65062447960033,26.11976216746973,27.591584506044654,18.43190376179055,calibrated,full,True
69,43,evening_peak,16,19,0,6,6,10,8,33.65062447960033,26.11976216746973,27.591584506044654,18.43190376179055,calibrated,full,True
70,42,evening_peak,16,19,0,35,35,27,5,40.66669442131557,34.597957722186194,36.53082012725573,8.333291908484224,calibrated,full,True
70,43,evening_peak,16,19,0,35,35,27,5,40.66669442131557,34.597957722186194,36.53082012725573,8.333291908484224,calibrated,full,True
71,42,evening_peak,16,19,0,0,0,0,0,-7.285095753538719,-7.285095753538719,-7.285095753538719,10.873277244087639,calibrated,full,True
71,43,evening_peak,16,19,0,0,0,0,0,-7.285095753538719,-7.285095753538719,-7.285095753538719,10.873277244087639,calibrated,full,True
72,42,evening_peak,16,19,0,43,43,31,10,10.509200666111575,7.40597752574359,5.169753481334573,9.314625871475263,calibrated,full,True
72,43,evening_peak,16,19,0,43,43,31,10,10.509200666111575,7.40597752574359,5.169753481334573,9.314625871475263,calibrated,full,True
73,42,evening_peak,16,19,0,22,22,6,2,24.234721065778515,18.601968809997324,18.335806573194226,16.440714827196242,calibrated,full,True
73,42,evening_peak,16,19,1,67,67,37,1,13.768692756036636,6.987204447765645,10.253869292140685,16.390010811885617,calibrated,full,True
73,43,evening_peak,16,19,0,22,22,6,2,24.234721065778515,18.601968809997324,18.335806573194226,16.440714827196242,calibrated,full,True
73,43,evening_peak,16,19,1,67,67,37,1,13.768692756036636,6.987204447765645,10.253869292140685,16.390010811885617,calibrated,full,True
74,42,evening_peak,16,19,0,13,13,0,0,-11.131890091590341,-11.131890091590341,-11.131890091590341,16.614761330731852,calibrated,full,True
74,42,evening_peak,16,19,1,14,14,0,0,-11.877144046627812,-11.877144046627812,-11.877144046627812,17.727080666608675,calibrated,full,True
74,43,evening_peak,16,19,0,13,13,0,0,-11.131890091590341,-11.131890091590341,-11.131890091590341,16.614761330731852,calibrated,full,True
74,43,evening_peak,16,19,1,14,14,0,0,-11.877144046627812,-11.877144046627812,-11.877144046627812,17.727080666608675,calibrated,full,True
75,42,evening_peak,16,19,0,4,4,6,1,-3.621149042464614,-5.108559126101555,-5.740583388958394,18.091267227559126,calibrated,full,True
75,42,evening_peak,16,19,1,2,2,4,0,-12.470024979184014,-12.470024979184014,-12.470024979184014,18.611977580871663,calibrated,full,True
75,43,evening_peak,16,19,0,4,4,6,1,-3.621149042464614,-5.108559126101555,-5.740583388958394,18.091267227559126,calibrated,full,True
75,43,evening_peak,16,19,1,2,2,4,0,-12.470024979184014,-12.470024979184014,-12.470024979184014,18.611977580871663,calibrated,full,True
76,42,evening_peak,16,19,0,8,8,9,3,23.508784346378018,17.054620334813038,20.554557128257805,10.80778455764475,calibrated,full,True
76,43,evening_peak,16,19,0,8,8,9,3,23.508784346378018,17.054620334813038,20.554557128257805,10.80778455764475,calibrated,full,True
77,42,evening_peak,16,19,0,29,29,6,1,4.7419650291423805,2.7786547452469827,0.21092614763589612,7.84781338933973,calibrated,full,True
77,42,evening_peak,16,19,1,29,29,6,1,4.210366361365528,2.2470560774701305,-0.32067252014095615,8.641244236767868,calibrated,full,True
77,43,evening_peak,16,19,0,29,29,6,1,4.7419650291423805,2.7786547452469827,0.21092614763589612,7.84781338933973,calibrated,full,True
77,43,evening_peak,16,19,1,29,29,6,1,4.210366361365528,2.2470560774701305,-0.32067252014095615,8.641244236767868,calibrated,full,True
78,42,evening_peak,16,19,0,29,29,3,0,0.9161532056619457,-1.7949052418445604,-2.5050744919195775,17.662457901997094,calibrated,full,True
78,42,evening_peak,16,19,1,38,38,9,4,19.024313072439632,13.324674121029702,14.045233191575427,18.99356257844831,calibrated,full,True
78,43,evening_peak,16,19,0,29,29,3,0,0.9161532056619457,-1.7949052418445604,-2.5050744919195775,17.662457901997094,calibrated,full,True
78,43,evening_peak,16,19,1,38,38,9,4,19.024313072439632,13.324674121029702,14.045233191575427,18.99356257844831,calibrated,full,True
79,42,evening_peak,16,19,0,2,2,0,0,-12.769358867610325,-12.769358867610325,-12.769358867610325,19.058744578522873,calibrated,full,True
79,42,evening_peak,16,19,1,2,2,0,0,-13.118234804329726,-13.118234804329726,-13.118234804329726,19.57945493183541,calibrated,full,True
79,43,evening_peak,16,19,0,2,2,0,0,-12.769358867610325,-12.769358867610325,-12.769358867610325,19.058744578522873,calibrated,full,True
79,43,evening_peak,16,19,1,2,2,0,0,-13.118234804329726,-13.118234804329726,-13.118234804329726,19.57945493183541,calibrated,full,True
80,42,evening_peak,16,19,0,64,64,54,40,30.074771024146543,24.096512680638895,27.77158987208408,8.4704910087365,calibrated,full,True
80,42,evening_peak,16,19,1,32,32,26,2,24.64159034138218,17.06987950163949,20.328988575921084,10.982700983011672,calibrated,full,True
80,43,evening_peak,16,19,0,64,64,54,40,30.074771024146543,24.096512680638895,27.77158987208408,8.4704910087365,calibrated,full,True
80,43,evening_peak,16,19,1,32,32,26,2,24.64159034138218,17.06987950163949,20.328988575921084,10.982700983011672,calibrated,full,True
81,42,evening_peak,16,19,0,31,31,24,13,37.55537052456286,30.47074741926662,32.780515274821454,9.2457156349808,calibrated,full,True
81,43,evening_peak,16,19,0,31,31,24,13,37.55537052456286,30.47074741926662,32.780515274821454,9.2457156349808,calibrated,full,True
82,42,evening_peak,16,19,0,16,16,13,9,21.664696086594503,17.109474715622856,15.570108258487362,9.828811811052978,calibrated,full,True
82,43,evening_peak,16,19,0,16,16,13,9,21.664696086594503,17.109474715622856,15.570108258487362,9.828811811052978,calibrated,full,True
83,42,evening_peak,16,19,0,3,3,8,2,28.193880099916736,20.836930726045964,26.21271132612267,13.889731194154125,calibrated,full,True
83,42,evening_peak,16,19,1,4,4,0,0,-11.734304746044963,-11.734304746044963,-11.734304746044963,17.513887680664123,calibrated,full,True
83,43,evening_peak,16,19,0,3,3,8,2,28.193880099916736,20.836930726045964,26.21271132612267,13.889731194154125,calibrated,full,True
83,43,evening_peak,16,19,1,4,4,0,0,-11.734304746044963,-11.734304746044963,-11.734304746044963,17.513887680664123,calibrated,full,True
84,42,evening_peak,16,19,0,22,22,3,2,7.555620316402996,4.065962349925622,2.917447510090172,17.45429803521941,calibrated,full,True
84,42,evening_peak,16,19,1,23,23,4,3,6.669442131557034,3.17978416507966,2.0312693252442102,18.776952042452187,calibrated,full,True
84,43,evening_peak,16,19,0,22,22,3,2,7.555620316402996,4.065962349925622,2.917447510090172,17.45429803521941,calibrated,full,True
84,43,evening_peak,16,19,1,23,23,4,3,6.669442131557034,3.17978416507966,2.0312693252442102,18.776952042452187,calibrated,full,True
85,42,evening_peak,16,19,0,11,11,3,0,34.58180682764363,25.81093127386937,28.69193989018366,0.624168913964731,calibrated,full,True
85,43,evening_peak,16,19,0,11,11,3,0,34.58180682764363,25.81093127386937,28.69193989018366,0.624168913964731,calibrated,full,True
86,42,evening_peak,16,19,0,1,1,4,0,-4.383180682764365,-5.7977110491349135,-5.040640420444489,15.870418929499051,calibrated,full,True
86,43,evening_peak,16,19,0,1,1,4,0,-4.383180682764365,-5.7977110491349135,-5.040640420444489,15.870418929499051,calibrated,full,True
87,42,evening_peak,16,19,0,18,18,8,7,9.077768526228141,6.357417302519033,5.312994517095434,9.958554438465459,calibrated,full,True
87,43,evening_peak,16,19,0,18,18,8,7,9.077768526228141,6.357417302519033,5.312994517095434,9.958554438465459,calibrated,full,True
88,42,evening_peak,16,19,0,34,34,24,6,34.682972522897586,26.69848929622144,31.889206374327777,8.308996234481217,calibrated,full,True
88,43,evening_peak,16,19,0,34,34,24,6,34.682972522897586,26.69848929622144,31.889206374327777,8.308996234481217,calibrated,full,True
89,42,evening_peak,16,19,0,1,1,0,0,-12.459492089925064,-12.459492089925064,-12.459492089925064,18.596256850634422,calibrated,full,True
89,42,evening_peak,16,19,1,1,1,0,0,-9.359034138218153,-9.359034138218153,-9.359034138218153,13.968707668982317,calibrated,full,True
